lat_present,long_present,long_clim,lat_clim,Annual_mean_temp,MeanDiurnalRange,Isothermality,TempSeasonality,MaxTempWarmMo,MinTempColdMo,TempAnnRange,MeanTempWetQtr,MeanTempDryQtr,MeanTempWarmQtr,MeanTempColdQtr,AnnPercip,PercipWetMo,PercipDryMo,PercipSeasonality,PrecipWetQtr,PrecipDryQtr,PrecipWrmQtr,PrecipColdQtr,dist_clim_join,class
35.19398117,129.2207336,129.2292,35.1875,14.22917,7.929762,26.80267,782.7847,28.65714,-0.9285714,29.58571,23.32619,4.466667,23.77381,4.466667,1364,234,26,64.95386,651,110,613,110,1054.1784184915462,present
34.686033,135.124227,135.1042,34.6875,15.146,8.420667,27.26194,832.6071,31.272,0.384,30.888,21.99533,5.146,25.47533,5.146,1348,216,35,50.62211,519,134,447,134,1838.3773894159738,present
37.563759,126.945969,126.9375,37.5625,12.00967,8.836667,24.58727,1017.203,29.108,-6.832,35.94,23.624,-1.032667,23.99,-1.032667,1335,322,24,94.40619,791,78,777,78,759.4903973624231,present
36.288286,126.856577,126.8542,36.27083,12.43,10.476,29.03226,971.6279,29.816,-6.268,36.084,24.092,0.1853334,24.092,0.1853334,1266,288,30,80.10891,682,100,682,100,1952.678316016713,present
35.001775,135.76908,135.7708,35.02083,15.3505,8.971666,28.3698,845.4866,32.1,0.476,31.624,25.466,5.217333,25.83333,5.217333,1644,241,58,44.76788,625,208,585,208,2124.601881578379,present
35.62546111,139.7207889,139.7292,35.64583,15.6175,7.311666,25.62261,759.1949,30.084,1.548,28.536,22.54,6.455333,24.99667,6.455333,1477,205,41,44.09662,535,146,520,146,2389.068755858701,present
35.62546111,139.7207889,139.7292,35.64583,15.6175,7.311666,25.62261,759.1949,30.084,1.548,28.536,22.54,6.455333,24.99667,6.455333,1477,205,41,44.09662,535,146,520,146,2389.068755858701,present
25.24982778,107.6952444,107.6875,25.22917,16.64233,7.677333,29.76172,677.8165,28.852,3.056,25.796,23.12667,7.807333,24.38467,7.807333,1333,237,26,69.17123,644,92,623,92,2425.5150174429987,present
37.73611052,127.0526837,127.0625,37.72917,11.03467,9.417334,25.57668,1026.493,28.216,-8.604,36.82,22.68733,-2.189333,23.11,-2.189333,1303,334,19,99.63571,797,63,781,63,1157.9350333513376,present
36.191992,127.340041,127.3542,36.1875,11.34583,10.589,29.07468,982.0895,28.6,-7.82,36.42,23.09067,-1.170667,23.09067,-1.170667,1302,304,29,83.45734,724,98,724,98,1365.3000506817548,present
35.082395,137.156249,137.1458,35.0625,15.45833,8.987333,28.64032,825.6188,31.416,0.036,31.38,25.17133,5.346,25.59467,5.346,1978,270,55,47.82818,752,195,736,195,2407.936826589731,present
34.969812,135.78136,135.7708,34.97917,15.52067,9.158,28.81324,845.1672,32.308,0.524,31.784,22.57933,5.382667,25.996,5.382667,1605,237,52,46.24138,613,191,574,191,1417.2252882983566,present
34.966137,135.780909,135.7708,34.97917,15.52067,9.158,28.81324,845.1672,32.308,0.524,31.784,22.57933,5.382667,25.996,5.382667,1605,237,52,46.24138,613,191,574,191,1717.148855623321,present
35.017254,135.674573,135.6875,35.02083,15.1415,8.911667,28.26588,846.6621,31.82,0.292,31.528,22.20667,5.014,25.63867,5.014,1576,229,52,45.06366,596,192,558,192,1242.5319453211043,present
37.738195,127.0569445,127.0625,37.72917,11.03467,9.417334,25.57668,1026.493,28.216,-8.604,36.82,22.68733,-2.189333,23.11,-2.189333,1303,334,19,99.63571,797,63,781,63,1116.1375185875354,present
38.33812167,140.855255,140.8542,38.35417,11.66967,7.588,25.06938,838.7549,27.412,-2.856,30.268,22.068,1.648,22.068,1.648,1218,186,44,46.77658,502,145,502,145,1786.8630532562013,present
38.33451333,140.8512117,140.8542,38.35417,11.66967,7.588,25.06938,838.7549,27.412,-2.856,30.268,22.068,1.648,22.068,1.648,1218,186,44,46.77658,502,145,502,145,2201.203676455652,present
38.33532833,140.8508617,140.8542,38.35417,11.66967,7.588,25.06938,838.7549,27.412,-2.856,30.268,22.068,1.648,22.068,1.648,1218,186,44,46.77658,502,145,502,145,2115.228887860958,present
36.741291,126.588141,126.6042,36.72917,10.486,9.234667,26.11909,977.9761,27.532,-7.824,35.356,21.88133,-1.892,22.15267,-1.892,1281,298,28,83.33064,703,93,696,93,1965.8265655879118,present
36.743617,126.587118,126.6042,36.72917,10.486,9.234667,26.11909,977.9761,27.532,-7.824,35.356,21.88133,-1.892,22.15267,-1.892,1281,298,28,83.33064,703,93,696,93,2213.077106496786,present
35.42956032,133.1518244,133.1458,35.4375,14.61028,7.963889,26.86872,808.5759,30.30667,0.6666667,29.64,24.70778,5.002223,24.70778,5.002223,1553,197,94,28.46457,512,308,512,308,1037.9496827426137,present
34.795405,126.374418,126.3542,34.8125,13.79,8.263333,26.27451,862.2659,29.5,-1.95,31.45,23.87833,3.11,24.22833,3.11,1150,218,28,66.71758,571,107,534,107,2649.704914330382,present
36.747955,126.587171,126.6042,36.72917,10.486,9.234667,26.11909,977.9761,27.532,-7.824,35.356,21.88133,-1.892,22.15267,-1.892,1281,298,28,83.33064,703,93,696,93,2581.7955799191927,present
40.00318731,116.3655277,116.3542,40.02083,12.25483,11.44767,28.18234,1116.776,31.2,-9.42,40.62,25.298,-2.165333,25.298,-2.165333,547,191,3,134.5083,415,10,415,10,2186.153917206344,present
37.54550668,126.9859063,126.9792,37.5625,11.999,8.930667,24.77987,1019.933,29.148,-6.892,36.04,23.61933,-1.091333,24.00333,-1.091333,1344,328,23,95.55883,801,76,788,76,1979.8921670207117,present
37.51472092,127.0127792,127.0208,37.52083,12.11317,8.866334,24.78568,1010.575,29.12,-6.652,35.772,23.66333,-0.812,24.03067,-0.812,1333,326,24,94.0457,788,79,773,79,980.7463588082596,present
36.35881431,127.238449,127.2292,36.35417,10.51733,10.09467,28.02517,980.4482,27.692,-8.328,36.02,22.26,-1.930667,22.26,-1.930667,1336,320,27,85.7934,751,94,751,94,976.0589019504413,present
37.57234379,126.8888442,126.8958,37.5625,12.0495,8.751667,24.40237,1013.255,29.092,-6.772,35.864,23.65067,-0.9086667,24.00733,-0.9086667,1310,311,24,92.51077,768,78,753,78,1254.5725350768275,present
37.56807158,126.8885995,126.8958,37.5625,12.0495,8.751667,24.40237,1013.255,29.092,-6.772,35.864,23.65067,-0.9086667,24.00733,-0.9086667,1310,311,24,92.51077,768,78,753,78,886.9044488220276,present
37.57166672,126.8899994,126.8958,37.5625,12.0495,8.751667,24.40237,1013.255,29.092,-6.772,35.864,23.65067,-0.9086667,24.00733,-0.9086667,1310,311,24,92.51077,768,78,753,78,1140.3223157007599,present
37.5680542,126.8930588,126.8958,37.5625,12.0495,8.751667,24.40237,1013.255,29.092,-6.772,35.864,23.65067,-0.9086667,24.00733,-0.9086667,1310,311,24,92.51077,768,78,753,78,663.1764682038182,present
37.56277847,126.8836136,126.8958,37.5625,12.0495,8.751667,24.40237,1013.255,29.092,-6.772,35.864,23.65067,-0.9086667,24.00733,-0.9086667,1310,311,24,92.51077,768,78,753,78,1074.5897498640431,present
37.54999924,126.8799973,126.8958,37.5625,12.0495,8.751667,24.40237,1013.255,29.092,-6.772,35.864,23.65067,-0.9086667,24.00733,-0.9086667,1310,311,24,92.51077,768,78,753,78,1967.9039980096666,present
38.36741333,141.0696112,141.0625,38.35417,11.4875,6.732408,23.25083,815.7656,26.32222,-2.633333,28.95555,21.67037,1.777778,21.67037,1.777778,1140,175,35,47.68968,460,120,460,120,1597.7972495580266,present
35.3730545,129.3366699,129.3542,35.35417,14.18571,7.814286,27.62626,746.292,28.24286,-0.04285714,28.28571,22.89286,5.059524,23.39762,5.059524,1293,225,26,64.11789,615,109,585,109,2633.6815691953893,present
37.36625899,127.107194,127.1042,37.35417,11.42367,9.475333,25.75939,1026.291,28.692,-8.092,36.784,23.14067,-1.714667,23.60133,-1.714667,1310,336,22,94.62024,776,73,759,73,1370.0317815237895,present
35.24981431,139.7101239,139.7292,35.22917,16.11167,6.941667,26.45452,685.2378,29.46,3.22,26.24,22.68167,8.056666,24.72333,7.91,1741,216,60,36.64977,579,213,524,298,2875.9208388485617,present
36.74678413,126.5826686,126.5625,36.72917,11.45033,9.486667,26.78941,975.6901,28.608,-6.804,35.412,22.85733,-0.87,23.086,-0.87,1238,279,29,80.65125,672,94,656,94,2658.2110052753824,present
37.46666718,126.9494476,126.9375,37.47917,11.81217,8.847667,24.52236,1022.058,28.96,-7.12,36.08,23.49067,-1.282667,23.85933,-1.282667,1323,320,24,93.02325,778,78,762,78,1744.84230092264,present
34.76212222,135.2710889,135.2708,34.77083,12.53717,8.342333,27.1419,833.529,28.52,-2.216,30.736,19.454,2.551333,22.842,2.551333,1624,244,46,48.1162,616,173,577,173,968.6205082082137,present
34.79290556,135.2480917,135.2292,34.8125,13.67483,8.310333,26.87689,842.0242,29.86,-1.06,30.92,20.67067,3.564,24.1,3.564,1450,224,41,48.16854,554,156,494,156,2778.93118301232,present
37.72334217,127.0513862,127.0625,37.72917,11.03467,9.417334,25.57668,1026.493,28.216,-8.604,36.82,22.68733,-2.189333,23.11,-2.189333,1303,334,19,99.63571,797,63,781,63,1172.7478854151082,present
37.72346946,127.0515874,127.0625,37.72917,11.03467,9.417334,25.57668,1026.493,28.216,-8.604,36.82,22.68733,-2.189333,23.11,-2.189333,1303,334,19,99.63571,797,63,781,63,1150.1794420487477,present
36.72102534,127.6329108,127.6458,36.72917,10.38433,10.63067,28.50656,1015.757,27.872,-9.42,37.292,22.47533,-2.656667,22.47533,-2.656667,1294,321,25,88.59447,734,85,734,85,1462.8046191187734,present
34.76389315,135.3179826,135.3125,34.77083,14.51583,8.587667,27.68429,835.1544,30.716,-0.304,31.02,21.43133,4.508,24.86333,4.508,1416,221,38,49.1056,544,146,479,146,919.6582197737977,present
37.75664167,127.1168138,127.1042,37.77083,10.7395,9.759,26.05735,1035.414,28.1,-9.352,37.452,22.44333,-2.626667,22.91867,-2.626667,1290,336,17,100.5246,793,60,776,60,1928.3408512050887,present
37.73841167,127.0568083,127.0625,37.72917,11.03467,9.417334,25.57668,1026.493,28.216,-8.604,36.82,22.68733,-2.189333,23.11,-2.189333,1303,334,19,99.63571,797,63,781,63,1143.0419157077094,present
35.19939649,126.1266319,126.1458,35.1875,13.35833,7.325,23.85993,860.3748,28.9,-1.8,30.7,23.40833,2.891667,23.9,2.891667,1162,224,35,66.12475,575,114,549,114,2187.176859633556,present
37.74387389,127.064757,127.0625,37.72917,11.03467,9.417334,25.57668,1026.493,28.216,-8.604,36.82,22.68733,-2.189333,23.11,-2.189333,1303,334,19,99.63571,797,63,781,63,1647.000281649915,present
35.16206833,138.8628867,138.8542,35.14583,15.26383,9.079667,30.25749,749.9078,29.98,-0.028,30.008,23.992,6.154667,24.54267,6.154667,1790,237,58,41.76976,652,201,636,201,1970.7751535084778,present
34.75446022,135.3247667,135.3125,34.77083,14.51583,8.587667,27.68429,835.1544,30.716,-0.304,31.02,21.43133,4.508,24.86333,4.508,1416,221,38,49.1056,544,146,479,146,2137.4972187288618,present
35.19478742,139.6009871,139.6042,35.1875,15.59323,7.861458,27.55989,730.4425,30.025,1.5,28.525,22.40417,6.80625,24.69583,6.80625,1794,226,62,36.51628,594,220,542,220,861.3175374793317,present
35.68562002,139.7097851,139.7292,35.6875,15.6605,7.560334,25.97339,771.937,30.348,1.24,29.108,22.63333,6.302,25.166,6.302,1454,204,39,45.14252,531,140,521,140,1765.8695626903602,present
34.399732,132.467483,132.4792,34.39583,15.8985,8.643001,28.33027,816.7797,31.684,1.176,30.508,25.64867,6.07,26.06933,6.07,1924,308,49,51.70824,769,192,712,192,1159.2996543057047,present
24.89194489,121.5666656,121.5625,24.89583,20.118,5.458667,29.80923,466.9075,29.404,11.092,18.312,25.43467,15.726,25.574,14.25067,3112,406,152,36.08724,1123,482,1060,488,602.6279622663948,present
36.66962182,126.86198,126.8542,36.6875,11.58267,10.07733,27.6273,997.7971,29.036,-7.44,36.476,23.12133,-1.08,23.51867,-1.08,1276,299,27,84.18373,704,92,698,92,2105.555583951202,present
39.45762194,140.472358,140.4792,39.4375,10.94233,8.288667,24.08376,981.7343,29.148,-5.268,34.416,2.014,8.487333,22.892,-0.8866667,1652,182,93,21.27395,495,298,477,464,2313.301263359869,present
34.839455,135.4709467,135.4792,34.85417,14.14217,8.938334,28.40452,840.3307,30.624,-0.844,31.468,21.132,4.062667,24.55133,4.062667,1478,222,42,47.34937,563,160,511,160,1801.2526537582153,present
36.704849,126.589957,126.6042,36.6875,10.74867,9.335999,26.41168,975.7921,27.852,-7.496,35.348,22.13867,-1.587333,22.39733,-1.587333,1276,294,29,82.3327,697,96,688,96,2309.564691668274,present
36.704279,126.595716,126.6042,36.6875,10.74867,9.335999,26.41168,975.7921,27.852,-7.496,35.348,22.13867,-1.587333,22.39733,-1.587333,1276,294,29,82.3327,697,96,688,96,2013.244232522303,present
27.219639,88.736156,88.72917,27.22917,17.82017,8.847,44.70892,407.9489,26.064,6.276,19.788,22.18333,13.21467,22.18333,12.14667,2935,756,7,104.5303,1835,44,1835,69,1265.035574272505,present
36.660123,127.446084,127.4375,36.64583,11.69717,10.925,28.75,1031.861,29.508,-8.492,38.0,23.99133,-1.53,23.99133,-1.53,1261,294,28,86.08052,705,89,705,89,1764.1690923975602,present
35.6894875,139.6917064,139.6875,35.6875,15.59733,8.120667,27.15579,782.3287,30.58,0.676,29.904,22.616,6.077333,25.20867,6.077333,1485,207,42,45.05361,544,147,534,147,439.49751463808576,present
30.0610874,79.5772008,79.5625,30.0625,15.63483,11.08967,44.97756,479.9474,27.9,3.244,24.656,19.42533,9.825334,20.354,8.946667,1710,448,13,100.4058,1052,130,701,193,1423.4627164749177,present
35.38465012,136.9569664,136.9375,35.39583,14.87733,8.98,28.31021,838.1598,31.108,-0.612,31.72,24.782,4.642667,25.14667,4.642667,2082,298,62,48.61489,802,220,788,220,2158.5324523144163,present
34.86299167,127.4884033,127.4792,34.85417,13.64583,9.233334,28.11826,886.3406,29.48125,-3.35625,32.8375,24.11458,2.442708,24.13229,2.442708,1388,268,24,74.45386,727,95,667,95,1291.2655647065117,present
40.001,116.204,116.1875,40.02083,11.38017,11.71833,28.92844,1099.137,30.028,-10.48,40.508,24.212,-2.818667,24.212,-2.818667,540,186,2,134.4539,411,8,411,8,2614.7142977907165,present
18.52496596,98.45528841,98.4375,18.52083,23.1485,11.57633,50.83582,251.0548,33.884,11.112,22.772,24.098,19.70267,25.79533,19.70267,1042,186,2,80.57697,502,21,339,21,1931.078198045466,present
35.76462576,140.3796297,140.3958,35.77083,14.67333,8.342667,27.70546,773.9431,29.192,-0.92,30.112,21.83867,5.126,24.15533,5.126,1429,195,51,39.25201,512,175,458,175,1613.8186413421618,present
26.42234667,127.797395,127.8125,26.4375,22.63968,4.489683,26.83841,453.8348,30.87143,14.14286,16.72857,23.77143,17.10238,28.05794,17.09127,2083,239,108,26.57552,662,353,599,414,2258.603945496259,present
26.47106667,127.83117,127.8125,26.47917,22.54028,4.375,26.25,455.6139,30.76667,14.1,16.66667,23.66667,16.97222,27.97778,16.97222,2065,238,108,26.28108,657,352,590,412,2065.223158676216,present
35.67129667,139.7029333,139.6875,35.6875,15.59733,8.120667,27.15579,782.3287,30.58,0.676,29.904,22.616,6.077333,25.20867,6.077333,1485,207,42,45.05361,544,147,534,147,2278.0265994248393,present
37.3772487,126.6690852,126.6875,37.39583,11.92982,8.85614,23.98328,1042.82,29.36842,-7.557895,36.92632,23.8193,-1.507017,24.21667,-1.507017,1236,274,26,83.24139,684,85,671,85,2629.8218897426273,present
34.90523503,135.7266227,135.7292,34.89583,15.90883,9.428332,29.60044,839.4836,32.552,0.7,31.852,22.94533,5.852,26.31,5.852,1514,229,42,48.14907,583,163,537,163,1071.8786418163932,present
35.00665697,135.76841,135.7708,35.02083,15.3505,8.971666,28.3698,845.4866,32.1,0.476,31.624,25.466,5.217333,25.83333,5.217333,1644,241,58,44.76788,625,208,585,208,1590.9284544862508,present
37.75604937,127.1164915,127.1042,37.77083,10.7395,9.759,26.05735,1035.414,28.1,-9.352,37.452,22.44333,-2.626667,22.91867,-2.626667,1290,336,17,100.5246,793,60,776,60,1966.8840036903568,present
37.75504419,127.1162125,127.1042,37.77083,10.7395,9.759,26.05735,1035.414,28.1,-9.352,37.452,22.44333,-2.626667,22.91867,-2.626667,1290,336,17,100.5246,793,60,776,60,2048.448572856241,present
37.39226861,127.1079351,127.1042,37.39583,11.5415,9.493,25.81303,1025.957,28.82,-7.956,36.776,23.24333,-1.604667,23.70267,-1.604667,1312,335,22,94.91853,778,73,763,73,515.4611090376892,present
36.56255937,128.6897251,128.6875,36.5625,11.77517,11.67167,30.9988,986.3077,29.42,-8.232,37.652,22.94733,-0.8433334,23.514,-0.8433334,1122,235,26,76.53242,593,91,585,91,198.83901615386785,present
37.70401263,127.034585,127.0208,37.6875,10.3635,9.148334,25.06118,1023.114,27.452,-9.052,36.504,21.992,-2.79,22.42,-2.79,1318,340,18,99.25396,802,63,789,63,2200.5461194131412,present
34.96617167,135.7786867,135.7708,34.97917,15.52067,9.158,28.81324,845.1672,32.308,0.524,31.784,22.57933,5.382667,25.996,5.382667,1605,237,52,46.24138,613,191,574,191,1614.1325642385516,present
37.29111099,126.9700012,126.9792,37.27083,11.662,9.59,25.863,1028.29,29.04,-8.04,37.08,23.43333,-1.483333,23.87,-1.483333,1316,331,25,91.91087,768,81,749,81,2397.508081012736,present
36.741747,126.586608,126.6042,36.72917,10.486,9.234667,26.11909,977.9761,27.532,-7.824,35.356,21.88133,-1.892,22.15267,-1.892,1281,298,28,83.33064,703,93,696,93,2100.80083524794,present
35.88746667,139.506415,139.5208,35.89583,14.81617,9.109,28.74227,805.0355,30.352,-1.34,31.692,21.96467,4.945333,24.63933,4.945333,1389,200,38,49.74739,534,131,532,131,1594.9923217261999,present
36.742659,126.586222,126.6042,36.72917,10.486,9.234667,26.11909,977.9761,27.532,-7.824,35.356,21.88133,-1.892,22.15267,-1.892,1281,298,28,83.33064,703,93,696,93,2194.6048431521203,present
36.74124,126.58458,126.6042,36.72917,10.486,9.234667,26.11909,977.9761,27.532,-7.824,35.356,21.88133,-1.892,22.15267,-1.892,1281,298,28,83.33064,703,93,696,93,2204.1220230992444,present
34.97008667,135.7789,135.7708,34.97917,15.52067,9.158,28.81324,845.1672,32.308,0.524,31.784,22.57933,5.382667,25.996,5.382667,1605,237,52,46.24138,613,191,574,191,1250.9263751973385,present
37.22472382,127.7300034,127.7292,37.22917,11.03717,10.40833,27.66114,1028.247,28.56,-9.068,37.628,22.59467,-2.172667,23.246,-2.172667,1273,335,21,93.3406,745,73,730,73,499.4835670436361,present
37.29824108,127.0794627,127.0625,37.3125,11.24717,9.505,25.79796,1026.278,28.532,-8.312,36.844,22.972,-1.876,23.44533,-1.876,1318,336,23,93.63628,775,75,760,75,2182.8276238652043,present
35.01666388,135.6725617,135.6875,35.02083,15.1415,8.911667,28.26588,846.6621,31.82,0.292,31.528,22.20667,5.014,25.63867,5.014,1576,229,52,45.06366,596,192,558,192,1437.0657698611324,present
25.5213094,91.2554112,91.27083,25.52083,17.27817,8.425,45.5997,366.3811,24.104,5.628,18.476,20.78133,11.94533,20.78133,11.94533,7310,2185,16,111.4413,4732,76,4732,76,1548.1220533086844,present
37.5788693,126.9899935,126.9792,37.5625,11.999,8.930667,24.77987,1019.933,29.148,-6.892,36.04,23.61933,-1.091333,24.00333,-1.091333,1344,328,23,95.55883,801,76,788,76,2053.770877503378,present
38.25539155,127.20229,127.1875,38.27083,9.626,10.34667,26.61727,1049.761,27.048,-11.824,38.872,21.34467,-4.035333,21.87133,-4.035333,1230,329,18,100.8511,763,63,738,63,2148.1107507797833,present
32.66388702,130.5322266,130.5208,32.64583,15.72554,8.119203,27.57556,779.5157,30.49565,1.052174,29.44348,22.08333,8.280435,25.29348,6.068841,1998,379,58,65.08956,949,197,735,205,2275.04213514175,present
25.59140968,91.87828064,91.89583,25.60417,17.2675,8.358334,45.0827,382.3951,24.368,5.828,18.54,20.99933,11.702,20.99933,11.702,3604,845,12,99.34202,2156,48,2156,48,2260.611655400236,present
36.35876846,127.4486771,127.4375,36.35417,12.46717,10.88033,29.40313,1000.434,30.084,-6.92,37.004,24.414,-0.2673334,24.414,-0.2673334,1334,309,30,86.10947,753,97,753,97,1123.956359824932,present
34.96723904,135.7741298,135.7708,34.97917,15.52067,9.158,28.81324,845.1672,32.308,0.524,31.784,22.57933,5.382667,25.996,5.382667,1605,237,52,46.24138,613,191,574,191,1360.9121045016002,present
33.594782,130.212601,130.2292,33.60417,16.17778,6.876191,25.00433,759.6494,30.26191,2.761905,27.5,25.1754,6.998413,25.65079,6.998413,1667,277,61,52.83895,703,205,627,205,1858.2722712970465,present
36.779525,126.4712528,126.4792,36.77083,11.86683,9.941,27.70933,980.2014,29.22,-6.656,35.876,23.29733,-0.5046667,23.57333,-0.5046667,1223,270,31,78.74475,659,98,636,98,1198.2476089168067,present
23.49150814,120.7221762,120.7292,23.47917,16.11617,5.887667,38.78568,330.321,22.744,7.564,15.18,19.62133,12.65067,19.62133,11.56,2239,446,28,83.51504,1206,89,1206,124,1547.6823382823034,present
31.04646308,121.2248182,121.2292,31.0625,16.23567,7.114666,23.422,863.2953,31.176,0.8,30.376,26.58133,7.878666,26.58133,5.474,969,153,39,49.44715,397,122,397,131,1831.4237428921945,present
37.56364822,126.6338501,126.6458,37.5625,11.54083,8.838333,24.0146,1040.566,28.748,-8.056,36.804,23.35867,-1.911333,23.77333,-1.911333,1245,278,26,85.46068,700,83,686,83,1061.001621902065,present
34.9898584,135.7709731,135.7708,34.97917,15.52067,9.158,28.81324,845.1672,32.308,0.524,31.784,22.57933,5.382667,25.996,5.382667,1605,237,52,46.24138,613,191,574,191,1188.6004729724903,present
34.94716757,135.6813234,135.6875,34.9375,15.651,9.220667,28.91579,846.03,32.436,0.548,31.888,22.722,5.518667,26.14,5.518667,1515,227,43,48.0525,585,165,539,165,1213.4890997252214,present
35.7261818,126.7238974,126.7292,35.72917,13.096,10.20933,29.32368,943.1006,30.156,-4.66,34.816,24.38333,1.301333,24.38333,1.301333,1216,255,34,74.13997,636,110,636,110,582.6808103607864,present
22.3365778,103.847487,103.8542,22.35417,16.77283,8.248333,43.67895,422.3874,24.764,5.88,18.884,21.18533,11.71133,21.18533,10.926,2198,461,4,88.10197,1204,43,1204,88,2074.4220730152088,present
23.50494667,120.695795,120.6875,23.52083,17.04917,5.785,38.25046,333.9678,23.724,8.6,15.124,20.61067,13.568,20.61067,12.47133,2299,441,26,85.74039,1261,82,1261,122,1958.2165368352648,present
27.7172453,85.3239605,85.3125,27.72917,18.52633,11.80733,47.3126,508.2291,28.56,3.604,24.956,23.742,12.38267,23.742,11.46667,1627,406,7,108.8301,1067,35,1067,47,1740.8927276475242,present
25.01715864,121.5517741,121.5625,25.02083,21.80783,6.199667,31.33677,495.1973,31.992,12.208,19.784,25.82267,17.168,27.66067,15.65267,2955,349,160,26.47217,952,513,899,535,1155.287212358398,present
35.68346333,139.710145,139.7292,35.6875,15.6605,7.560334,25.97339,771.937,30.348,1.24,29.108,22.63333,6.302,25.166,6.302,1454,204,39,45.14252,531,140,521,140,1778.5431553720114,present
34.74753678,139.3553925,139.3542,34.72917,15.29132,6.761806,26.66502,664.1676,27.9,2.541667,25.35833,21.66944,7.320833,23.58194,7.295833,2081,262,82,33.93373,677,273,633,362,2045.197599437698,present
36.61642323,127.4705672,127.4792,36.60417,11.8345,10.915,28.78428,1029.907,29.732,-8.188,37.92,24.11933,-1.352,24.11933,-1.352,1271,298,28,86.1928,712,91,712,91,1565.2893759208453,present
23.60705157,120.6864533,120.6875,23.60417,18.68833,5.856,37.20457,355.9822,25.732,9.992,15.74,22.49667,15.00867,22.49667,13.842,2447,478,21,88.42387,1360,81,1360,128,337.69862311083864,present
38.0955556,127.6927778,127.6875,38.10417,10.11433,10.10267,26.76912,1027.506,27.392,-10.348,37.74,21.60733,-3.206,22.216,-3.206,1215,313,17,99.07076,748,61,721,61,1063.3964120571372,present
24.1874042,121.5319061,121.5208,24.1875,17.67367,5.530666,33.64153,391.8856,25.616,9.176,16.44,21.96267,12.51867,22.132,12.51867,2396,341,84,45.9968,915,277,821,277,1126.5766199074083,present
24.18649947,121.5224074,121.5208,24.1875,17.67367,5.530666,33.64153,391.8856,25.616,9.176,16.44,21.96267,12.51867,22.132,12.51867,2396,341,84,45.9968,915,277,821,277,197.3849510043173,present
23.990694,121.036178,121.0208,23.97917,19.2035,6.151,37.35123,371.6754,26.816,10.348,16.468,23.268,15.44133,23.268,14.23467,2429,463,33,76.47485,1216,124,1216,183,2020.596290236676,present
37.46161348,126.9480786,126.9375,37.47917,11.81217,8.847667,24.52236,1022.058,28.96,-7.12,36.08,23.49067,-1.282667,23.85933,-1.282667,1323,320,24,93.02325,778,78,762,78,2163.9413681273977,present
35.4232984,136.7606537,136.7708,35.4375,15.0425,8.864333,27.85074,848.2257,31.448,-0.38,31.828,22.068,4.693333,25.44133,4.693333,2009,286,64,46.89993,762,231,729,231,1827.2393202315036,present
